subject_id	source_language	translation_language	source_value	predicate_id	translation_value	translation_status
HP:0033871	en	en	Medullary peritubular capillary lumen organized thrombi	rdfs:label	Medullary peritubular capillary lumen organized thrombi	OFFICIAL
HP:0033872	en	en	Cortical peritubular capillary lumen cholesterol emboli	rdfs:label	Cortical peritubular capillary lumen cholesterol emboli	OFFICIAL
HP:0033873	en	en	Cortical peritubular capillary intraluminal thrombi	rdfs:label	Cortical peritubular capillary intraluminal thrombi	OFFICIAL
HP:0033874	en	en	Cortical peritubular capillary lumen organized thrombi	rdfs:label	Cortical peritubular capillary lumen organized thrombi	OFFICIAL
HP:0033875	en	en	Abnormal arcuate vein lumen morphology	rdfs:label	Abnormal arcuate vein lumen morphology	OFFICIAL
HP:0033876	en	en	Arcuate vein lumen cholesterol emboli	rdfs:label	Arcuate vein lumen cholesterol emboli	OFFICIAL
HP:0033877	en	en	Arcuate vein intraluminal thrombi	rdfs:label	Arcuate vein intraluminal thrombi	OFFICIAL
HP:0033878	en	en	Arcuate vein lumen organized thrombi	rdfs:label	Arcuate vein lumen organized thrombi	OFFICIAL
HP:0033879	en	en	Abnormal arcuate vein intima/media morphology	rdfs:label	Abnormal arcuate vein intima/media morphology	OFFICIAL
HP:0033880	en	en	Arcuate vein intimal mucoid edema	rdfs:label	Arcuate vein intimal mucoid edema	OFFICIAL
HP:0033881	en	en	Arcuate vein intimal/medial myxomatous degeneration	rdfs:label	Arcuate vein intimal/medial myxomatous degeneration	OFFICIAL
HP:0033882	en	en	Arcuate vein intima/medial amyloidosis	rdfs:label	Arcuate vein intima/medial amyloidosis	OFFICIAL
HP:0033883	en	en	Abnormal cortical radial artery morphology	rdfs:label	Abnormal cortical radial artery morphology	OFFICIAL
HP:0033884	en	en	Abnormal cortical radial artery lumen morphology	rdfs:label	Abnormal cortical radial artery lumen morphology	OFFICIAL
HP:0033885	en	en	Cortical radial artery lumen cholesterol emboli	rdfs:label	Cortical radial artery lumen cholesterol emboli	OFFICIAL
HP:0033886	en	en	Abnormal arcuate artery intima/media morphology	rdfs:label	Abnormal arcuate artery intima/media morphology	OFFICIAL
HP:0033887	en	en	Cortical radial artery intimal/medial amyloidosis	rdfs:label	Cortical radial artery intimal/medial amyloidosis	OFFICIAL
HP:0033888	en	en	Abnormal cortical radial artery intima/media morphology	rdfs:label	Abnormal cortical radial artery intima/media morphology	OFFICIAL
HP:0033889	en	en	Abnormal renal arteriole morphology	rdfs:label	Abnormal renal arteriole morphology	OFFICIAL
HP:0033890	en	en	Abnormal renal arteriole lumen morphology	rdfs:label	Abnormal renal arteriole lumen morphology	OFFICIAL
HP:0033891	en	en	Renal arteriolar lumen cholesterol emboli	rdfs:label	Renal arteriolar lumen cholesterol emboli	OFFICIAL
HP:0033892	en	en	Abnormal renal arteriole intima/media morphology	rdfs:label	Abnormal renal arteriole intima/media morphology	OFFICIAL
HP:0033893	en	en	Renal arteriolar lumen organized thrombi	rdfs:label	Renal arteriolar lumen organized thrombi	OFFICIAL
HP:0033894	en	en	Renal arteriolar intraluminal thrombi	rdfs:label	Renal arteriolar intraluminal thrombi	OFFICIAL
HP:0033895	en	en	Abnormal renal arteriole endothelium morphology	rdfs:label	Abnormal renal arteriole endothelium morphology	OFFICIAL
HP:0033896	en	en	Abnormal arcuate artery lumen morphology	rdfs:label	Abnormal arcuate artery lumen morphology	OFFICIAL
HP:0033897	en	en	Arcuate artery lumen cholesterol emboli	rdfs:label	Arcuate artery lumen cholesterol emboli	OFFICIAL
HP:0033898	en	en	Arcuate artery intraluminal thrombi	rdfs:label	Arcuate artery intraluminal thrombi	OFFICIAL
HP:0033899	en	en	Arcuate artery lumen organized thrombi	rdfs:label	Arcuate artery lumen organized thrombi	OFFICIAL
HP:0033900	en	en	Renal arteriole intima/media amyloidosis	rdfs:label	Renal arteriole intima/media amyloidosis	OFFICIAL
HP:0033901	en	en	Abnormal arcuate artery endothelium morphology	rdfs:label	Abnormal arcuate artery endothelium morphology	OFFICIAL
HP:0033902	en	en	Arcuate artery endotheliosis	rdfs:label	Arcuate artery endotheliosis	OFFICIAL
HP:0033903	en	en	Arcuate artery endoarterial hypercellularity	rdfs:label	Arcuate artery endoarterial hypercellularity	OFFICIAL
HP:0033904	en	en	Renal arteriole intima/media hyalinosis	rdfs:label	Renal arteriole intima/media hyalinosis	OFFICIAL
HP:0033905	en	en	Arcuate artery intima/media arteriosclerosis	rdfs:label	Arcuate artery intima/media arteriosclerosis	OFFICIAL
HP:0033906	en	en	Renal intimal/medial arteriolitis	rdfs:label	Renal intimal/medial arteriolitis	OFFICIAL
HP:0033907	en	en	Renal arteriole intima/media arteriolosclerosis	rdfs:label	Renal arteriole intima/media arteriolosclerosis	OFFICIAL
HP:0033908	en	en	Renal arteriole medial atrophy	rdfs:label	Renal arteriole medial atrophy	OFFICIAL
HP:0033909	en	en	Arcuate vein medial hypertrophy	rdfs:label	Arcuate vein medial hypertrophy	OFFICIAL
HP:0033910	en	en	Arcuate vein medial atrophy	rdfs:label	Arcuate vein medial atrophy	OFFICIAL
HP:0033911	en	en	Cortical radial artery medial hypertrophy	rdfs:label	Cortical radial artery medial hypertrophy	OFFICIAL
HP:0033912	en	en	Cortical radial artery medial atrophy	rdfs:label	Cortical radial artery medial atrophy	OFFICIAL
HP:0033913	en	en	Cortical radial artery medial/intimal arteriitis	rdfs:label	Cortical radial artery medial/intimal arteriitis	OFFICIAL
HP:0033914	en	en	Arcuate artery intima/media amyloidosis	rdfs:label	Arcuate artery intima/media amyloidosis	OFFICIAL
HP:0033915	en	en	Arcuate artery intimal mucoid edema	rdfs:label	Arcuate artery intimal mucoid edema	OFFICIAL
HP:0033916	en	en	Medial/intimal arcuate venosclerosis	rdfs:label	Medial/intimal arcuate venosclerosis	OFFICIAL
HP:0033917	en	en	Arcuate intimal/medial venulitis	rdfs:label	Arcuate intimal/medial venulitis	OFFICIAL
HP:0033918	en	en	Renal arteriole medial hypertrophy	rdfs:label	Renal arteriole medial hypertrophy	OFFICIAL
HP:0033919	en	en	Medial/intimal arcuate venulitis	rdfs:label	Medial/intimal arcuate venulitis	OFFICIAL
HP:0033920	en	en	Renal arteriole intima/media storage material accumulation	rdfs:label	Renal arteriole intima/media storage material accumulation	OFFICIAL
HP:0033921	en	en	Renal arteriole endoarterial hypercellularity	rdfs:label	Renal arteriole endoarterial hypercellularity	OFFICIAL
HP:0033922	en	en	Renal arteriole leukocytic endoarterial hypercellularity	rdfs:label	Renal arteriole leukocytic endoarterial hypercellularity	OFFICIAL
HP:0033923	en	en	Renal arteriole foam cell endoarterial hypercellularity	rdfs:label	Renal arteriole foam cell endoarterial hypercellularity	OFFICIAL
HP:0033924	en	en	Renal arteriole neutrophil endoarterial hypercellularity	rdfs:label	Renal arteriole neutrophil endoarterial hypercellularity	OFFICIAL
HP:0033925	en	en	Renal arteriole lymphocyte endoarterial hypercellularity	rdfs:label	Renal arteriole lymphocyte endoarterial hypercellularity	OFFICIAL
HP:0033926	en	en	Renal arteriole intimal/medial multilamellation	rdfs:label	Renal arteriole intimal/medial multilamellation	OFFICIAL
HP:0033927	en	en	Arcuate artery endoarterial leukocyte hypercellularity	rdfs:label	Arcuate artery endoarterial leukocyte hypercellularity	OFFICIAL
HP:0033928	en	en	Arcuate artery endoarterial foam cell hypercellularity	rdfs:label	Arcuate artery endoarterial foam cell hypercellularity	OFFICIAL
HP:0033929	en	en	Arcuate artery endoarterial neutrophil hypercellularity	rdfs:label	Arcuate artery endoarterial neutrophil hypercellularity	OFFICIAL
HP:0033930	en	en	Arcuate artery endoarterial lymphocyte hypercellularity	rdfs:label	Arcuate artery endoarterial lymphocyte hypercellularity	OFFICIAL
HP:0033931	en	en	Arcuate artery intima/media necrosis	rdfs:label	Arcuate artery intima/media necrosis	OFFICIAL
HP:0033932	en	en	Arcuate artery intima/media coagulative necrosis	rdfs:label	Arcuate artery intima/media coagulative necrosis	OFFICIAL
HP:0033933	en	en	Arcuate artery intima/media liquefactive necrosis	rdfs:label	Arcuate artery intima/media liquefactive necrosis	OFFICIAL
HP:0033934	en	en	Arcuate vein intimal/medial storage material accumulation	rdfs:label	Arcuate vein intimal/medial storage material accumulation	OFFICIAL
HP:0033935	en	en	Cortical radial artery intima/media necrosis	rdfs:label	Cortical radial artery intima/media necrosis	OFFICIAL
HP:0033936	en	en	Cortical radial artery intima/media liquefactive necrosis	rdfs:label	Cortical radial artery intima/media liquefactive necrosis	OFFICIAL
HP:0033937	en	en	Cortical radial artery intima/media coagulative necrosis	rdfs:label	Cortical radial artery intima/media coagulative necrosis	OFFICIAL
HP:0033938	en	en	Renal arteriole intima/media necrosis	rdfs:label	Renal arteriole intima/media necrosis	OFFICIAL
HP:0033939	en	en	Renal arteriole intima/media liquefactive necrosis	rdfs:label	Renal arteriole intima/media liquefactive necrosis	OFFICIAL
HP:0033940	en	en	Renal arteriole intima/media coagulative necrosis	rdfs:label	Renal arteriole intima/media coagulative necrosis	OFFICIAL
HP:0033941	en	en	Granulomatous arteriolitis of the arteriolar intima/media	rdfs:label	Granulomatous arteriolitis of the arteriolar intima/media	OFFICIAL
HP:0033942	en	en	Arcuate vein medial/intimal necrosis	rdfs:label	Arcuate vein medial/intimal necrosis	OFFICIAL
HP:0033943	en	en	Arcuate vein medial/intimal coagulative necrosis	rdfs:label	Arcuate vein medial/intimal coagulative necrosis	OFFICIAL
HP:0033944	en	en	Arcuate vein medial/intimal liquefactive necrosis	rdfs:label	Arcuate vein medial/intimal liquefactive necrosis	OFFICIAL
HP:0033945	en	en	Arcuate intimal/medial granulomatous venulitis	rdfs:label	Arcuate intimal/medial granulomatous venulitis	OFFICIAL
HP:0033946	en	en	Arcuate vein intima/media crystal accumulation	rdfs:label	Arcuate vein intima/media crystal accumulation	OFFICIAL
HP:0033947	en	en	Renal arteriole intima/media crystal accumulation	rdfs:label	Renal arteriole intima/media crystal accumulation	OFFICIAL
HP:0033948	en	en	Arcuate artery intima/media arteriitis	rdfs:label	Arcuate artery intima/media arteriitis	OFFICIAL
HP:0033949	en	en	Arcuate artery intima/media granulomatous arteriitis	rdfs:label	Arcuate artery intima/media granulomatous arteriitis	OFFICIAL
HP:0033950	en	en	Cortical radial artery intraluminal thrombi	rdfs:label	Cortical radial artery intraluminal thrombi	OFFICIAL
HP:0033951	en	en	Cortical radial artery intraluminal organized thrombi	rdfs:label	Cortical radial artery intraluminal organized thrombi	OFFICIAL
HP:0033952	en	en	Abnormal cortical radial artery endothelium morphology	rdfs:label	Abnormal cortical radial artery endothelium morphology	OFFICIAL
HP:0033953	en	en	Cortical radial artery endotheliosis	rdfs:label	Cortical radial artery endotheliosis	OFFICIAL
HP:0033954	en	en	Cortical radial artery hypercellularity	rdfs:label	Cortical radial artery hypercellularity	OFFICIAL
HP:0033955	en	en	Cortical radial artery leukocyte hypercellularity	rdfs:label	Cortical radial artery leukocyte hypercellularity	OFFICIAL
HP:0033956	en	en	Cortical radial artery lymphocyte hypercellularity	rdfs:label	Cortical radial artery lymphocyte hypercellularity	OFFICIAL
HP:0033957	en	en	Cortical radial artery neutrophil hypercellularity	rdfs:label	Cortical radial artery neutrophil hypercellularity	OFFICIAL
HP:0033958	en	en	Cortical radial artery foam cell hypercellularity	rdfs:label	Cortical radial artery foam cell hypercellularity	OFFICIAL
HP:0033959	en	en	Cortical radial artery intima/media arteriosclerosis	rdfs:label	Cortical radial artery intima/media arteriosclerosis	OFFICIAL
HP:0033960	en	en	Cortical radial artery intimal mucoid edema	rdfs:label	Cortical radial artery intimal mucoid edema	OFFICIAL
HP:0033961	en	en	Cortical radial artery intima/media multilamellation	rdfs:label	Cortical radial artery intima/media multilamellation	OFFICIAL
HP:0033962	en	en	Cortical radial artery medial/intimal granulomatous arteriitis	rdfs:label	Cortical radial artery medial/intimal granulomatous arteriitis	OFFICIAL
HP:0033963	en	en	Abnormal interlobular vein intima/media morphology	rdfs:label	Abnormal interlobular vein intima/media morphology	OFFICIAL
HP:0033964	en	en	Interlobular intima/media venosclerosis	rdfs:label	Interlobular intima/media venosclerosis	OFFICIAL
HP:0033965	en	en	Interlobular vein intimal mucoid edema	rdfs:label	Interlobular vein intimal mucoid edema	OFFICIAL
HP:0033966	en	en	Interlobular vein intima/media amyloidosis	rdfs:label	Interlobular vein intima/media amyloidosis	OFFICIAL
HP:0033967	en	en	Interlobular vein intima/media venulitis	rdfs:label	Interlobular vein intima/media venulitis	OFFICIAL
HP:0033968	en	en	Interlobular vein intima/media granulomatous venulitis	rdfs:label	Interlobular vein intima/media granulomatous venulitis	OFFICIAL
HP:0033969	en	en	Interlobular vein intima/media necrosis	rdfs:label	Interlobular vein intima/media necrosis	OFFICIAL
HP:0033970	en	en	Interlobular vein intima/media liquefactive necrosis	rdfs:label	Interlobular vein intima/media liquefactive necrosis	OFFICIAL
HP:0033971	en	en	Interlobular vein intima/media coagulative necrosis	rdfs:label	Interlobular vein intima/media coagulative necrosis	OFFICIAL
HP:0033972	en	en	Interlobular vein medial atrophy	rdfs:label	Interlobular vein medial atrophy	OFFICIAL
HP:0033973	en	en	Interlobular vein medial hypertrophy	rdfs:label	Interlobular vein medial hypertrophy	OFFICIAL
HP:0033974	en	en	Interlobular vein intima/media multilamellation	rdfs:label	Interlobular vein intima/media multilamellation	OFFICIAL
HP:0033975	en	en	Absent second fingernail	rdfs:label	Absent second fingernail	OFFICIAL
HP:0033976	en	en	Volar fingernail	rdfs:label	Volar fingernail	OFFICIAL
HP:0033977	en	en	Talar aplasia	rdfs:label	Talar aplasia	OFFICIAL
HP:0033978	en	en	Reduced beta-hexosaminidase activity	rdfs:label	Reduced beta-hexosaminidase activity	OFFICIAL
HP:0033979	en	en	Excessive dynamic airway collapse	rdfs:label	Excessive dynamic airway collapse	OFFICIAL
HP:0033980	en	en	Paroxysmal tonic upgaze	rdfs:label	Paroxysmal tonic upgaze	OFFICIAL
HP:0033981	en	en	Vertebral artery tortuosity	rdfs:label	Vertebral artery tortuosity	OFFICIAL
HP:0033982	en	en	Celiac artery dissection	rdfs:label	Celiac artery dissection	OFFICIAL
HP:0033983	en	en	Decreased circulating apolipoprotein C-II concentration	rdfs:label	Decreased circulating apolipoprotein C-II concentration	OFFICIAL
HP:0033984	en	en	Increased urinary 8-oxo-7,8-dihydroguanosine level	rdfs:label	Increased urinary 8-oxo-7,8-dihydroguanosine level	OFFICIAL
HP:0033985	en	en	Elongated femoral neck	rdfs:label	Elongated femoral neck	OFFICIAL
HP:0033986	en	en	Tortuous lymphatic vessels	rdfs:label	Tortuous lymphatic vessels	OFFICIAL
HP:0033987	en	en	Phosphaturic mesenchymal tumor	rdfs:label	Phosphaturic mesenchymal tumor	OFFICIAL
HP:0033988	en	en	Amygdala microinfarct	rdfs:label	Amygdala microinfarct	OFFICIAL
HP:0033989	en	en	Hippocampal microinfarct	rdfs:label	Hippocampal microinfarct	OFFICIAL
HP:0033990	en	en	Cartilaginous tracheobronchomalacia	rdfs:label	Cartilaginous tracheobronchomalacia	OFFICIAL
HP:0033991	en	en	Vasa previa	rdfs:label	Vasa previa	OFFICIAL
HP:0033992	en	en	Chronotropic incompetence	rdfs:label	Chronotropic incompetence	OFFICIAL
HP:0033994	en	en	Dependency on parenteral nutrition	rdfs:label	Dependency on parenteral nutrition	OFFICIAL
HP:0033995	en	en	Microvillus inclusions	rdfs:label	Microvillus inclusions	OFFICIAL
HP:0033996	en	en	Microvillar PAS-positive secretory granules	rdfs:label	Microvillar PAS-positive secretory granules	OFFICIAL
HP:0033997	en	en	Perinuclear cardiomyocyte vacuolization	rdfs:label	Perinuclear cardiomyocyte vacuolization	OFFICIAL
HP:0033998	en	en	Single-lobed right lung	rdfs:label	Single-lobed right lung	OFFICIAL
HP:0033999	en	en	Bronchial hemorrhage	rdfs:label	Bronchial hemorrhage	OFFICIAL
HP:0034000	en	en	Tracheal hemorrhage	rdfs:label	Tracheal hemorrhage	OFFICIAL
HP:0034001	en	en	Anti-Complement factor H antibody positivity	rdfs:label	Anti-Complement factor H antibody positivity	OFFICIAL
HP:0034002	en	en	Anti-phospholipase A2 receptor antibody positivity	rdfs:label	Anti-phospholipase A2 receptor antibody positivity	OFFICIAL
HP:0034003	en	en	Broad medial eyebrow	rdfs:label	Broad medial eyebrow	OFFICIAL
HP:0034004	en	en	Parosmia	rdfs:label	Parosmia	OFFICIAL
HP:0034005	en	en	Decreased dendritic spine number	rdfs:label	Decreased dendritic spine number	OFFICIAL
HP:0500032	en	en	Abnormal neuron branching	rdfs:label	Abnormal neuron branching	OFFICIAL
HP:0034006	en	en	Decreased urinary lysyl-pyridinoline-hydroxylysyl-pyridinoline ratio	rdfs:label	Decreased urinary lysyl-pyridinoline-hydroxylysyl-pyridinoline ratio	OFFICIAL
HP:0034007	en	en	Posterior atrophy of corpus callosum	rdfs:label	Posterior atrophy of corpus callosum	OFFICIAL
HP:0034008	en	en	Opto-chiasmatic atrophy	rdfs:label	Opto-chiasmatic atrophy	OFFICIAL
HP:0034009	en	en	Pelvic lipomatosis	rdfs:label	Pelvic lipomatosis	OFFICIAL
HP:0034010	en	en	Increased megakaryocyte colony forming unit count	rdfs:label	Increased megakaryocyte colony forming unit count	OFFICIAL
HP:0034011	en	en	Reduced progressive sperm motility	rdfs:label	Reduced progressive sperm motility	OFFICIAL
HP:0034012	en	en	Palmoplantar hypohidrosis	rdfs:label	Palmoplantar hypohidrosis	OFFICIAL
HP:0034013	en	en	Curvilinear pericallosal lipoma	rdfs:label	Curvilinear pericallosal lipoma	OFFICIAL
HP:0034014	en	en	Tubulonodular pericallosal lipoma	rdfs:label	Tubulonodular pericallosal lipoma	OFFICIAL
HP:0034015	en	en	Cavitating pulmonary nodule	rdfs:label	Cavitating pulmonary nodule	OFFICIAL
HP:0034016	en	en	Anti-HLA antibody positivity	rdfs:label	Anti-HLA antibody positivity	OFFICIAL
HP:0034017	en	en	Anti-class I HLA antibody positivity	rdfs:label	Anti-class I HLA antibody positivity	OFFICIAL
HP:0034018	en	en	Anti-class II HLA antibody positivity	rdfs:label	Anti-class II HLA antibody positivity	OFFICIAL
HP:0034019	en	en	Anti-HLA-A antibody positivity	rdfs:label	Anti-HLA-A antibody positivity	OFFICIAL
HP:0034020	en	en	Anti-HLA-A IgG1 antibody positivity	rdfs:label	Anti-HLA-A IgG1 antibody positivity	OFFICIAL
HP:0034021	en	en	Anti-HLA-A IgG3 antibody positivity	rdfs:label	Anti-HLA-A IgG3 antibody positivity	OFFICIAL
HP:0034022	en	en	Anti-HLA-B antibody positivity	rdfs:label	Anti-HLA-B antibody positivity	OFFICIAL
HP:0034023	en	en	Anti-HLA-B IgG1 antibody positivity	rdfs:label	Anti-HLA-B IgG1 antibody positivity	OFFICIAL
HP:0034024	en	en	Anti-HLA-B IgG3 antibody positivity	rdfs:label	Anti-HLA-B IgG3 antibody positivity	OFFICIAL
HP:0034025	en	en	Abnormal circulating GABA concentration	rdfs:label	Abnormal circulating GABA concentration	OFFICIAL
HP:0034026	en	en	Elevated circulating sacchoropine concentration	rdfs:label	Elevated circulating sacchoropine concentration	OFFICIAL
HP:0034027	en	en	Abnormal urinary non-proteinogenic amino acid level	rdfs:label	Abnormal urinary non-proteinogenic amino acid level	OFFICIAL
HP:0034028	en	en	Saccharopinuria	rdfs:label	Saccharopinuria	OFFICIAL
HP:0034029	en	en	Hepatic foam cells	rdfs:label	Hepatic foam cells	OFFICIAL
HP:0034030	en	en	Lip cyanosis	rdfs:label	Lip cyanosis	OFFICIAL
HP:0034032	en	en	Central cyanosis	rdfs:label	Central cyanosis	OFFICIAL
HP:0034034	en	en	Differential cyanosis	rdfs:label	Differential cyanosis	OFFICIAL
HP:0034035	en	en	Pharyngeal exudate	rdfs:label	Pharyngeal exudate	OFFICIAL
HP:0034036	en	en	Pseudo-chilblains on toes	rdfs:label	Pseudo-chilblains on toes	OFFICIAL
HP:0034037	en	en	Pseudo-chilblains on fingers	rdfs:label	Pseudo-chilblains on fingers	OFFICIAL
